title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment,ticker
Apple Inc. $AAPL is Red Lighthouse Investment Management LLC's 5th Largest Position,https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-is-red-lighthouse-investment-management-llcs-5th-largest-position-2026-04-16/,2026-04-16 09:26:02,['MarketBeat'],"Red Lighthouse Investment Management LLC reduced its stake in Apple Inc. by 8.7% in the fourth quarter, yet Apple remains its 5th largest holding, accounting for 7.8% of its portfolio. Other institutional investors have also adjusted their positions in Apple, while insider selling by SVP Deirdre O'brien and CEO Timothy D. Cook was reported. Analysts maintain a ""Moderate Buy"" rating for Apple with an average price target of $301.37, amidst positive sentiment regarding product catalysts and potential AI strategies, and some negative sentiment concerning App Store security and store closures.",https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png,MarketBeat,General,MarketBeat,"[{'topic': 'earnings', 'relevance_score': '0.938848'}, {'topic': 'financial_markets', 'relevance_score': '0.846138'}, {'topic': 'technology', 'relevance_score': '0.746912'}]",0.102668,Neutral,"[{'ticker': 'AAPL', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.105205', 'ticker_sentiment_label': 'Neutral'}]",AAPL
Apple Inc. $AAPL Stake Raised by Selective Wealth Management Inc.,https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-stake-raised-by-selective-wealth-management-inc-2026-04-16/,2026-04-16 09:25:58,['MarketBeat'],"Selective Wealth Management Inc. increased its stake in Apple Inc. by 10.8% in Q4, bringing its total holdings to $7.467 million, making Apple its 8th largest holding. Other institutional investors like Overbrook Management Corp, Highland Capital Management LLC, and Citizens Financial Group Inc. RI also significantly boosted their positions in Apple. The article also touches on recent insider selling by CEO Timothy D. Cook and SVP Deirdre O'brien, and highlights positive analyst sentiment alongside some neutral and negative news impacting the company.",https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png,MarketBeat,General,MarketBeat,"[{'topic': 'earnings', 'relevance_score': '0.902562'}, {'topic': 'financial_markets', 'relevance_score': '0.844050'}, {'topic': 'technology', 'relevance_score': '0.719540'}]",0.4609,Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.970682', 'ticker_sentiment_score': '0.467112', 'ticker_sentiment_label': 'Bullish'}]",AAPL
MP Materials Expands Rare-Earth Production Capacity,https://nationaltoday.com/us/tx/fort-worth/news/2026/04/16/mp-materials-expands-rare-earth-production-capacity/,2026-04-16 09:08:47,[],"MP Materials, a rare-earth mining company, is significantly expanding its production capabilities through vertical integration into magnet manufacturing and securing long-term partnerships. The company's strategy includes building new facilities in Fort Worth, Texas, to produce neodymium-iron-boron (NdFeB) magnets, a move expected to boost profit margins. Deals with the U.S. Department of Defense and Apple further solidify its position as a key supplier in the growing rare-earth market, where demand for these critical materials in high-tech products is rapidly increasing.",https://nationaltoday.com/wp-content/uploads/not-wordpress/2026/04/69e0a70640f6d.jpg,National Today,General,National Today,"[{'topic': 'manufacturing', 'relevance_score': '0.883941'}, {'topic': 'technology', 'relevance_score': '0.727520'}, {'topic': 'financial_markets', 'relevance_score': '0.662345'}, {'topic': 'economy_macro', 'relevance_score': '0.563250'}, {'topic': 'energy_transportation', 'relevance_score': '0.592651'}]",0.501866,Bullish,"[{'ticker': 'MP', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.723619', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.709390', 'ticker_sentiment_score': '0.312833', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AAPL
"Blue Trust Inc. Sells 4,603 Shares of Apple Inc. $AAPL",https://www.marketbeat.com/instant-alerts/filing-blue-trust-inc-sells-4603-shares-of-apple-inc-aapl-2026-04-16/,2026-04-16 07:53:58,['MarketBeat'],"Blue Trust Inc. reduced its holdings in Apple Inc. by 2.6% in the fourth quarter, selling 4,603 shares and now holding 173,464 shares valued at $47.16 million. Additionally, Apple's SVP Deirdre O’Brien and CEO Tim Cook executed significant Rule 10b5-1 stock sales in early April, modestly decreasing their direct ownership. Despite these sales, analysts generally maintain a ""Moderate Buy"" rating for Apple, with an average target price of $301.37, following positive quarterly earnings results.",https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png,MarketBeat,General,MarketBeat,"[{'topic': 'earnings', 'relevance_score': '0.927261'}, {'topic': 'financial_markets', 'relevance_score': '0.827721'}, {'topic': 'finance', 'relevance_score': '0.736704'}, {'topic': 'technology', 'relevance_score': '0.614174'}]",0.25246,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.256626', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AAPL
Apple Inc. $AAPL is Catalina Capital Group LLC's 4th Largest Position,https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-is-catalina-capital-group-llcs-4th-largest-position-2026-04-16/,2026-04-16 07:45:58,['MarketBeat'],"Catalina Capital Group LLC reduced its stake in Apple Inc. by 10.5% in Q4, holding 27,022 shares worth $7.346 million, making Apple its fourth-largest position at 4.5% of its portfolio. Wall Street analysts maintain a ""Moderate Buy"" consensus with an average target price of $301.37. Recent insider selling by SVP Deirdre O'Brien and CEO Tim Cook under 10b5-1 plans saw them offload shares worth millions, though their remaining ownership is around 0.06%.",https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png,MarketBeat,General,MarketBeat,"[{'topic': 'earnings', 'relevance_score': '0.928747'}, {'topic': 'financial_markets', 'relevance_score': '0.901503'}, {'topic': 'technology', 'relevance_score': '0.845695'}]",0.279607,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.289867', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AAPL
Short Interest in Direxion Daily AAPL Bull 2X Shares (NASDAQ:AAPU) Declines By 21.0%,https://www.marketbeat.com/instant-alerts/short-interest-in-direxion-daily-aapl-bull-2x-shares-nasdaqaapu-declines-by-210-2026-04-16/,2026-04-16 07:09:59,['MarketBeat'],"Short interest in Direxion Daily AAPL Bull 2X Shares (NASDAQ:AAPU) saw a notable decline of 21.0% in March, falling to 963,219 shares by March 31st. This reduction translates to a days-to-cover ratio of 0.7 days, with approximately 18.5% of the stock's shares sold short. The stock opened at $30.75, showing a 5.8% increase, and it recently paid a quarterly dividend of $0.1727.",https://www.marketbeat.com/logos/direxion-daily-aapl-bull-2x-shares-logo-1200x675.png?v=20250115143115,MarketBeat,General,MarketBeat,"[{'topic': 'financial_markets', 'relevance_score': '0.911577'}, {'topic': 'finance', 'relevance_score': '0.723675'}]",0.194172,Somewhat-Bullish,"[{'ticker': 'AAPU', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.252972', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.715447', 'ticker_sentiment_score': '0.145190', 'ticker_sentiment_label': 'Neutral'}]",AAPL
"TSMC Set For Record Profit Surge As AI Chip Demand From Nvidia And Apple Outpaces Supply, Analysts Foreca",https://www.benzinga.com/markets/tech/26/04/51848766/tsmc-record-profit-ai-demand-nvidia-apple-forecast,2026-04-16 05:30:58,['Ananya Gairola'],"Taiwan Semiconductor Manufacturing Company (TSMC) is projected to report a record net profit of approximately $17.2 billion for Q1, a 50% year-over-year increase, driven by insatiable demand for its advanced AI chips from companies like Nvidia and Apple. Analysts anticipate strong momentum, with Q1 revenue expected to reach $35.50 billion. Despite geopolitical risks, TSMC's outlook remains robust as it continues significant investments in expansion and production.",https://cdn.benzinga.com/files/images/story/2026/04/16/Hsinchu-City--Taiwan--August-18--2022-Ta.jpeg?quality=85&auto=webp&width=850,Benzinga,General,Benzinga,"[{'topic': 'earnings', 'relevance_score': '0.944759'}, {'topic': 'technology', 'relevance_score': '0.827134'}, {'topic': 'financial_markets', 'relevance_score': '0.735925'}, {'topic': 'manufacturing', 'relevance_score': '0.632347'}, {'topic': 'economy_macro', 'relevance_score': '0.617823'}]",0.452464,Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.713207', 'ticker_sentiment_score': '0.414398', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.943839', 'ticker_sentiment_score': '0.522626', 'ticker_sentiment_label': 'Bullish'}]",AAPL
YieldMax GOOGL Option Income Strategy ETF announces weekly distribution of $0.0923,https://www.msn.com/en-us/money/topstocks/yieldmax-googl-option-income-strategy-etf-announces-weekly-distribution-of-00923/ar-AA20Y9Hp,2026-04-16 04:39:45,[],"The YieldMax GOOGL Option Income Strategy ETF (GOOY) has declared a weekly distribution of $0.0923 per share for its shareholders. This announcement was made by ZEGA Financial, the investment adviser for the YieldMax family of ETFs. The distribution is scheduled to be paid on or about April 22, 2026, to shareholders of record as of the close of business on April 17, 2026.",,MSN,General,MSN,"[{'topic': 'earnings', 'relevance_score': '0.916264'}, {'topic': 'financial_markets', 'relevance_score': '0.825693'}, {'topic': 'finance', 'relevance_score': '0.719097'}]",0.17032,Somewhat-Bullish,"[{'ticker': 'GOOY', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.297687', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.892809', 'ticker_sentiment_score': '0.118535', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.735963', 'ticker_sentiment_score': '0.143336', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.570505', 'ticker_sentiment_score': '0.114343', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.583794', 'ticker_sentiment_score': '0.116465', 'ticker_sentiment_label': 'Neutral'}]",AAPL
iShares MSCI World ETF: Countdown für Tech-Giganten!,https://www.boerse-global.de/ishares-msci-world-etf-countdown-fuer-tech-giganten/778199,2026-04-16 03:09:04,['Mirko Hennecke'],"The iShares MSCI World ETF is at a record high, with its short-term direction driven by upcoming quarterly reports from major tech and banking holdings. The Financial sector has started strong, with Goldman Sachs and JPMorgan exceeding expectations, while all eyes are on TSMC's earnings report given the technology sector's over 26% portfolio share. Structural index changes and an ongoing price war among ETF providers are also influencing factors, but despite these, the ETF has seen a significant 29.49% gain year-on-year, with institutional investor confidence remaining strong.",https://www-boerse-global-de.b-cdn.net/wp-content/uploads/ai-imgs/IE00B4L5Y983-2026-04-16-05-31-36.png,Börse Global,General,Börse Global,"[{'topic': 'earnings', 'relevance_score': '0.903671'}, {'topic': 'financial_markets', 'relevance_score': '0.932636'}, {'topic': 'technology', 'relevance_score': '0.844800'}, {'topic': 'finance', 'relevance_score': '0.741338'}]",0.391543,Bullish,"[{'ticker': 'URTH', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.417584', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.607222', 'ticker_sentiment_score': '0.317871', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.644497', 'ticker_sentiment_score': '0.325448', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.634059', 'ticker_sentiment_score': '0.427554', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'JPM', 'relevance_score': '0.634517', 'ticker_sentiment_score': '0.417861', 'ticker_sentiment_label': 'Bullish'}]",AAPL
"BofAS Expects APPLE INC. (AAPL.US) Mar Quarter Revenue to Beat Guidance, Raises TP to USD325",http://www.aastocks.com/en/mobile/news.aspx?newsid=NOW.1518083&newstype=61&newssource=AAFN,2026-04-16 02:45:00,['AASTOCKS'],"BofAS projects Apple Inc. (AAPL.US) to exceed its March quarter revenue guidance, driven by strong iPhone sales, double-digit growth in services, and foreign exchange gains. The firm raised its price target for Apple to $325 from $320, reiterating a Buy rating, and increased its full-year 2026 revenue and EPS forecasts. Future catalysts include a new share repurchase authorization, the WWDC, a foldable iPhone launch, and enhanced Siri with Gemini AI, expected to boost replacement demand.",https://plib.aastocks.com/aafnnews/image/medialib/20220406110139412_m.jpg,AASTOCKS.com,General,AASTOCKS.com,"[{'topic': 'earnings', 'relevance_score': '1.000000'}, {'topic': 'financial_markets', 'relevance_score': '0.839464'}, {'topic': 'technology', 'relevance_score': '0.749157'}]",0.489422,Bullish,"[{'ticker': 'AAPL', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.475177', 'ticker_sentiment_label': 'Bullish'}]",AAPL
Escondido Apple Store closing in June,https://www.nbcsandiego.com/news/local/escondido-apple-store-closing-june/4010867/,2026-04-15 23:14:58,['Natanya Faitelson'],"The Apple Store located inside the North County Mall in Escondido is slated for closure in June. Apple cited the mall's ""declining conditions"" and the departure of other retailers as reasons for the closure. Employees from the Escondido store will be relocated to other nearby Apple Store locations, as Apple is also closing two other stores nationwide.",https://media.nbcsandiego.com/2019/09/apple_store1.jpg?quality=85&strip=all&resize=320%2C180,NBC 7 San Diego,General,NBC 7 San Diego,"[{'topic': 'retail_wholesale', 'relevance_score': '0.937362'}, {'topic': 'technology', 'relevance_score': '0.846963'}]",0.127111,Neutral,"[{'ticker': 'AAPL', 'relevance_score': '0.927648', 'ticker_sentiment_score': '0.119999', 'ticker_sentiment_label': 'Neutral'}]",AAPL
Apple (AAPL) Rises Higher Than Market: Key Facts,https://au.finance.yahoo.com/news/apple-aapl-rises-higher-market-214503492.html,2026-04-15 22:06:57,['Zacks Equity Research'],"Apple (AAPL) shares closed up 2.94% at $266.43, outperforming the S&P 500's 0.8% gain. The company is set to release its earnings report on April 30, 2026, with an anticipated EPS of $1.88 and revenue of $108.92 billion. Analysts' consensus estimates for the full year forecast an EPS of $8.4 and revenue of $461.68 billion, indicating growth from the previous year.",https://s.yimg.com/ny/api/res/1.2/xkprEDf8Yva6ukQtAomS5w--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTUwMDtjZj13ZWJw/https://media.zenfs.com/en/zacks.com/737ffb82e07dc8bffb77e72d153c91f2,Yahoo Finance Australia,General,Yahoo Finance Australia,"[{'topic': 'earnings', 'relevance_score': '0.946723'}, {'topic': 'financial_markets', 'relevance_score': '0.836278'}, {'topic': 'technology', 'relevance_score': '0.731897'}]",0.480003,Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.953568', 'ticker_sentiment_score': '0.498480', 'ticker_sentiment_label': 'Bullish'}]",AAPL
Ford's modern era begins as key EV executive departs,https://www.detroitnews.com/story/business/autos/ford/2026/04/15/ford-doug-field-departure-product-creation-industrialization-uev-china/89628516007/,2026-04-15 21:37:32,['Breana Noble'],"Ford CEO Jim Farley announced a restructuring, declaring the emergence of the ""modern Ford Motor Co."" and detailing plans to refresh 80% of its North American vehicle volume by 2029 to compete with new rivals like Chinese brands. As part of this transition, Doug Field, Ford's chief EV, digital, and design officer, will depart, with the company preparing to launch its new Universal Electric Vehicle platform next year. The company is introducing a new Product Creation and Industrialization group to scale production of software-defined vehicles and aims for an 8% adjusted operating margin by 2029.","https://www.detroitnews.com/gcdn/authoring/authoring-images/2026/03/02/PDTN/88951508007-uev-aero.jpg?crop=2047,1153,x0,y447&width=660&height=372&format=pjpg&auto=webp",The Detroit News,General,The Detroit News,"[{'topic': 'energy_transportation', 'relevance_score': '0.949920'}, {'topic': 'manufacturing', 'relevance_score': '0.824103'}, {'topic': 'technology', 'relevance_score': '0.728204'}]",-0.062501,Neutral,"[{'ticker': 'F', 'relevance_score': '0.994649', 'ticker_sentiment_score': '0.080223', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.634401', 'ticker_sentiment_score': '-0.067266', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.559860', 'ticker_sentiment_score': '-0.119143', 'ticker_sentiment_label': 'Neutral'}]",AAPL
